latitude,longitude,rwi,error
6.5008990,6.4050293,-0.209,0.416
7.3951528,9.7888184,-0.350,0.358
11.3400249,4.4274902,-0.380,0.346
11.4907908,7.8332520,-0.220,0.371
10.0229482,6.1633301,-0.615,0.403
11.5769066,9.1955566,0.093,0.374
8.8525066,5.4821777,-0.413,0.378
8.8525066,9.7009277,-0.807,0.402
7.9177932,4.7790527,-0.669,0.388
12.3721972,8.3386230,-0.382,0.376
5.2769476,6.2731934,-0.157,0.430
11.4477230,12.1398926,-0.719,0.338
9.0044514,6.6687012,0.206,0.378
6.9155204,11.3488770,0.010,0.356
9.1129444,8.8879395,-0.641,0.408
10.0445848,6.1193848,-0.829,0.373
9.1563324,11.4807129,-0.497,0.384
7.7218784,2.8674316,-0.707,0.334
8.6570568,10.1184082,-0.550,0.358
6.3262180,8.2067871,0.061,0.451
8.9827489,8.2507324,-0.686,0.385
7.8524985,10.2282715,-0.756,0.360
12.4365763,8.1188965,-0.433,0.361
6.4135660,3.2849121,0.661,0.479
7.5258726,5.5700684,-0.948,0.438
9.3081485,6.7126465,-0.532,0.367
11.8135879,11.4367676,-0.718,0.362
7.7654229,4.4274902,0.358,0.518
7.1553996,9.9645996,-0.294,0.347
9.8498038,12.6672363,-0.513,0.358
9.2214045,6.7785645,-0.283,0.379
5.1018870,8.3605957,-0.099,0.440
8.7656527,4.9328613,-0.473,0.381
5.3425828,6.6906738,-0.151,0.475
12.9724418,10.5358887,-0.130,0.360
10.4337931,9.6130371,-0.492,0.377
11.5984314,11.1291504,-0.234,0.426
13.0580745,9.9426270,-0.819,0.368
11.4261866,6.4929199,-0.453,0.372
12.8439375,7.3498535,-0.287,0.361
9.3515125,11.4807129,-0.412,0.351
10.6282159,8.9538574,-0.302,0.360
12.5867322,7.5695801,-0.597,0.401
7.8742645,6.8664551,-0.346,0.430
7.6347758,8.4265137,-0.732,0.379
9.3081485,9.2395020,-0.255,0.384
6.1296313,7.7233887,-0.652,0.401
8.8742168,10.0085449,-0.702,0.385
12.1145226,4.7570801,-0.571,0.356
10.3473437,3.8562012,-0.558,0.354
12.5223904,8.5363770,-0.678,0.356
11.8996033,7.3718262,-0.137,0.362
8.1136149,3.3068848,-0.468,0.348
7.3079846,5.3283691,-0.514,0.400
10.9088300,7.1740723,-0.416,0.361
9.8065034,4.4714355,-0.817,0.349
12.8225137,8.2946777,-0.879,0.386
13.0366691,10.8874512,-0.825,0.375
7.2643942,3.0651855,-0.112,0.398
6.4790672,8.0310059,-0.111,0.362
9.6765684,3.7463379,-0.440,0.354
13.6566625,6.0314941,-0.397,0.364
8.1353671,2.9772949,-0.636,0.339
9.6332456,9.8767090,0.151,0.421
8.5049700,3.1970215,-0.687,0.356
